RestaurantID,Name,Address,Time,Price
336,Bánh Mì Sài Gòn - Nhật Minh - Yên Hòa,"233 Yên Hòa, Cầu Giấy, Hà Nội",,
337,InSky Coffee And Fastfood - Đội Cấn,"81 Đội Cấn, Ba Đình, Hà Nội",,
338,Hẻm Hàn Quốc - Đồ Ăn Hàn Quốc - 147 Lê Văn Hiến,"147 Lê Văn Hiến, P. Đức Thắng, Bắc Từ Liêm, Hà Nội",,
339,Gà Rán Five Star - Thành Công,"102 C10 Thành Công, P. Thành Công, Ba Đình, Hà Nội",,
340,Deep Sii - 19 Ngô Văn Sở,"19 Ngô Văn Sở, Hoàn Kiếm, Hà Nội",,
341,Nem Nướng & Mì Trộn - Bếp Nhà Bắp,"43 Ngõ 99 Cầu Diễn, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",,
342,Gà Sốt Cay Hàn Quốc - Nguyễn Trãi,"63 Ngõ 335 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",,
343,CocoLife - Kem Bơ & Đồ Ăn Vặt Hàn Quốc - Vinhome OceanPark1,"Toà S203 Vinhome OceanPark1, Gia Lâm, Hà Nội",,
344,ĐỒ ĂN VẶT 24H LĨNH NAM - Đồ Ăn Vặt - Lĩnh Nam,"6 Ngõ 255/11 Lĩnh Nam, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",,
345,Tiệm Trà Trái Cây - Hoa Quả Tươi & Đồ Ăn Vặt,"Số 61 Ngách 32/48 Đỗ Đức Dục, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,
346,Mầm - Trà Pha Máy Đậm Vị - Tam Khương,"Tầng 7 Số 28 Ngõ 21 Tam Khương, P. Khương Thượng, Đống Đa, Hà Nội",,
347,Cơm Tám Điện Biên - Cầu Giấy,"Số 5B, Ngõ 79/56/8 Cầu Giấy, P. Yên Hòa, Cầu Giấy, Hà Nội",,
348,Cà Phê Muối Diệp Anh - Nước Ép & Sinh Tố - Mỹ Đình,"Số Nhà 1 Ngõ 322/139 Đường Mỹ Đình, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,
349,Bún Chả Hàng Than - Bún Mọc Sườn Chua Chuẩn Vị Phố - Tây Mỗ,"Số Nhà 8, Ngõ 43 Đường Cầu Cốc, Nam Từ Liêm, Hà Nội",,
350,Grape - Nước Nho Tươi 100% - Khâm Thiên,"262 Khâm Thiên, P. Thổ Quan, Đống Đa, Hà Nội",,
351,BẾP NHỎ INDO - Mỳ Trộn & Đồ Ăn Vặt - Vũ Ngọc Phan,"126 Ngõ 25 Vũ Ngọc Phan, P. Láng Hạ, Đống Đa, Hà Nội",,
352,Chân Gà Bay Online,"105 Ngõ i5, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",,
353,Choux Juice - Trà Hoa Quả & Nước Ép Nguyên Chất - Nguyễn Xiển,"Số 1 - Sunrise B - KĐT The Manor Central Park, P. Đại Kim, Hoàng Mai, Hà Nội",,
354,Lẩu Thái Tomyum Tặng 1 Đĩa Bò Tươi - Nhà Hàng Ông Tào Mập,"BT18 TT12 KĐT Mới Văn Quán, P. Phúc La, Hà Đông, Hà Nội",,
355,Mye Diet - Salad & Cơm Gạo Lứt - Lương Sử C,"Số 65 Lương Sử C, P. Văn Chương, Đống Đa, Hà Nội",,
356,Long Wang Cơ Sở 1 - Dim Sum Hongkong - 84 Ngọc Khánh,"84 Ngọc Khánh, P. Giảng Võ, Ba Đình, Hà Nội",,
357,Trà Sữa Tiger Sugar - Yên Hòa,"50 Yên Hòa, P. Trung Hòa, Cầu Giấy, Hà Nội",,
358,Bằng Giang Vịt Quay Vân Đình - Minh Khai,"116B Ngõ 254 - Minh Khai, P. Mai Động, Hoàng Mai, Hà Nội",,
359,Bôn Bôn - Xoài Cóc Dầm & Đồ Ăn Vặt Online,"107B G4 Ngõ 12 Nguyên Hồng, P. Thành Công (Vào ngõ 12 rồi rẽ trái ở cafe IRIS, đi qua sân chơi vào tới nhà để xe (nhà xe bên tay trái, số 107B tay phải), Ba Đình, Hà Nội",,
360,Gà Rán Seoul - Phố Xa La,"Số 26 Phố Xa La, P. Phúc La, Hà Đông, Hà Nội",,
361,Chè Ngon Mẹ Tép - Chè & Sữa Chua Các Loại Online,"258 Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",,
362,BÁNH MÌ SÀI GÒN TUẤN KHANG - Bánh Mì & Hambuger - 76 Bạch Mai,"76 Bạch Mai, P. Cầu Dền, Hai Bà Trưng, Hà Nội",,
363,Nem Chua Rán Trần Công Châu - Top 1,"7 Ngách 49 Ngõ Thái Hà, Đường Thái Hà, P. Láng Hạ, Đống Đa, Hà Nội",,
364,Nem Chua Thanh Hóa - Shop Online - Minh Khai,"10 Ngõ 254 Minh Khai, P. Minh Khai, Hai Bà Trưng, Hà Nội",,
365,Gà Rán Bốp Bi,"234 Thụy Khuê, P. Thụy Khuê, Tây Hồ, Hà Nội",,
366,Gà ủ muối V-food - Gà Ủ Muối - Lê Quang Đạo,"8/11/36/19 Lê Quang Đạo, P. Phú Đô, Nam Từ Liêm, Hà Nội",,
367,Mì Trộn Đây - Đồ Ăn Vặt - Hoa Bằng,"181 Hoa Bằng, P.Yên Hòa, Cầu Giấy, Hà Nội",,
368,Teen's Food - Bánh Mì Doner Kebab & Các Món Ăn Vặt - 17 Võng Thị,"Số 17 Võng Thị, P. Bưởi, Tây Hồ, Hà Nội",,
369,"Trình Food - Cháo Gà, Súp Gà & Mỳ Xào - Trung Kính","Số 4 Ngõ 43/98 Trung Kính, Cầu Giấy, Hà Nội",,
370,Bánh Mì Nướng Muối Ớt & Bánh Tráng Trộn - Con Chim Non,"118 Dương Quảng Hàm, P. Quan Hoa, Cầu Giấy, Hà Nội",,
371,Lâm Cơm Rang & Phở Bò - 20 Ngõ 87 Yên Xá,"Số 20 Ngõ 87 Yên Xá, X. Tân Triều, Thanh Trì, Hà Nội",,
372,Ngọc Diệp - Bánh Mì Sốt Vang,"Sảnh A3 Chung Cư 151A Nguyễn Đức Cảnh, Hoàng Mai, Hà Nội",,
373,Bubble Greek Yogurt - Sữa Chua Hy Lạp,"14 Hàng Buồm, P. Hàng Buồm, Hoàn Kiếm, Hà Nội",,
374,Teen Food - Nem Chua Rán Chị Hạnh - Dương Khuê,"69 Dương Khuê, P. Mai Dịch, Cầu Giấy, Hà Nội",,
375,Thu Hường Cake - Trương Định,"87 Trương Định, P. Trương Định, Hai Bà Trưng, Hà Nội",,
376,Cơm Gà Tươi Cô Yến & Cơm Văn Phòng - KĐT Geleximco,"Số 02 Lô A43 Khu Đô Thị Geleximco, Lê Trọng Tấn, X. An Khánh, Hoài Đức, Hà Nội",,
377,Bếp CiCi - Mì Trộn & Đồ Ăn Vặt Online - Quan Nhân,"Số 34 Ngõ 144 Quan Nhân, P. Nhân Chính, Thanh Xuân, Hà Nội",,
378,Phở Bò & Cơm Rang Số 1 - Phan Phù Tiên,"1 Phan Phù Tiên, P. Cát Linh, Đống Đa, Hà Nội",,
379,Bếp Bé Bếu - Cơm & Bánh Mì Nướng Trung Hoa - Phạm Ngọc Thạch,"58 Phạm Ngọc Thạch, Đống Đa, Hà Nội",,
380,Bún Trộn Hoàng Phố - Hồ Tùng Mậu,"26 Ngõ 66 Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",,
381,Hải Yến - Bánh Cuốn - Nghĩa Tân,"106A8 Khu Tập Thể Nghĩa Tân, P. Nghia Tan, Cầu Giấy, Hà Nội",,
382,Thành Nam - Phở & Cơm Rang,"Ki Ốt 13 Ngõ 560 Nguyễn Văn Cừ, P. Ngọc Lâm, Long Biên, Hà Nội",,
383,"Tiger - Coffee, Nước Ép & Trà Chanh - 50 Trương Công Giai","50 Trương Công Giai, Cầu Giấy, Hà Nội",,
384,Cơm Đảo Ngũ Vị 686 - Lê Văn Hiến,"Kiot 2 Ngõ 44 Lê Văn Hiến, P. Đức Thắng, Bắc Từ Liêm, Hà Nội",,
385,Thuỷ Mít - Cơm Rang & Phở Xào - Mỹ Đình,"141 Ngõ 322 Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",,
386,Nhà Họ Chu - Chân Gà sốt Thái - Vinhomes Smart City,"Sảnh S201 Vinhomes Smart City, Nam Từ Liêm, Hà Nội",,
387,Bún Thái Tomyom & Mỳ Tomyom - Tiệm 1991,"Số 7 Ngõ 191 Minh Khai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",,
388,"Nước Ép, Trà Sữa & Bánh Tráng - Tú Anh","93 Ngõ 179 Vĩnh Hưng, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",,
389,"Thạch Dừa Đồng Tháp - Cà Phê, Sinh Tố & Kem Trái Dừa","36 Nguyễn Chí Thanh, P. Ngọc Khánh, Ba Đình, Hà Nội",,
390,"Bếp Nam Anh - Xôi, Bánh Khúc & Bánh Bao - Số 9 Nghĩa Lộ","Số Nhà 9 Đường Nghĩa Lộ (Tổ 5 Yên Nghĩa), P. Yên Nghĩa, Hà Đông, Hà Nội",,
391,Mì Cay Tomyum & Mì Tương Đen - Thiên Trù Noodles,"Số 14 Ngõ 273 Phố Vũ Hữu, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",,
392,LẨU ẾCH ĐỒNG - La Thành,"668 La Thành, P. Giảng Võ, Ba Đình, Hà Nội",,
393,Gimbab Hàn Quốc - Nguyễn Trãi,"Phòng 103 Nhà H1-3 Ngõ 445 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",,
394,Tiệm Cơm Mẹ Nấu - Cơm Văn Phòng Chất - Đường Láng,"Số Nhà 18 Ngõ 242 Đường Láng, P. Thịnh Quang, Đống Đa, Hà Nội",,
395,Mỳ Cay & Cơm Chiên - Ăn Vặt Tiệm 1991,"19B Ngõ 124 Phố Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,
396,Otochick - Món Ăn Đường Phố Hàn Quốc - The Garden,"Siêu Thị Tops Market The Garden, Mễ Trì, Nam Từ Liêm, Hà Nội",,
397,"Bảo Phong - Phở Bò, Cơm Rang & Mì Xào - 142 Mai Dịch","142 Mai Dịch, Cầu Giấy, Hà Nội",,
398,"Đức Mạnh - Chân Gà Sốt Thái Sả Tắc, Gà Rán & Bánh Tráng - Quan Hoa","Số 30 Ngách 1 Ngõ 225 Quan Hoa, P. Quan Hoa, Cầu Giấy, Hà Nội",,
399,Bánh Bò A Trí - Bánh Dân Gian - Phan Văn Trường,"Số 25 Ngõ 25 Phan Văn Trường, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,
400,GINGAYA - TIỆM ĂN HEALTHY EATCLEAN - DƯƠNG QUẢNG HÀM,"22B Ngách 24 Ngõ 79 Dương Quảng Hàm, P. Quan Hoa, Cầu Giấy, Hà Nội",,
401,Nem Nướng Nha Trang - Tiệm Nem Chỉn Chu - 14/162 Khương Trung,"Số Nhà 14 Ngõ 162 Khương Trung, Thanh Xuân, Hà Nội",,
402,Bún Ốc Bà Giao Bạch Mai - 17 Ngõ 30 Hồng Mai,"17 Ngõ 30 Hồng Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",,
403,"Cơm, Gà Rán & Mì Trộn Bếp Nhà Cám","91A Nguyễn Khuyến, P. Văn Miếu, Đống Đa, Hà Nội",,
404,Mr.Eco Cơm Gạo Lứt - Healthy Food - Cầu Giấy,"113 Ngõ 68 Đ. Cầu Giấy, P. Quan Hoa, Cầu Giấy, Hà Nội",,
405,Cat Food - Mì Trộn Indomie - 358 Bùi Xương Trạch,"3B Ngõ 358/55/3 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,
406,Tiệm Cà Phê Sâu Sâu - Cà Phê Muối - KĐT Định Công,"Toà CT1B-ĐN1 Khu Đô Thị Định Công, P. Định Công, Hoàng Mai, Hà Nội",,
407,Nem Nướng Nha Trang Chính Gốc - Thái Hà,"19B Ngõ 98 Thái Hà, P. Trung Liệt, Đống Đa, Hà Nội",,
408,Greenarch Cafe,"Tầng 1 Tòa Nhà Hồng Hà - Số 25 Lý Thường Kiệt, P. Phan Chu Trinh, Hoàn Kiếm, Hà Nội",,
409,Mập Quán - Đồ Ăn Vặt & Mỳ Xào - Nguyên Hồng,"Số 6 Ngõ 2A Nguyên Hồng, P. Thành Công, Ba Đình, Hà Nội",,
410,"Madam Trang - Cafe, Nước Ép & Bánh Mì - 23G Hai Bà Trưng","23G Hai Bà Trưng, Hoàn Kiếm, Hà Nội",,
411,Trà Sữa Royaltea - Xuân Đỉnh,"33 Ngõ 355 Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,
412,KSdomi - Mì Trộn Indomie & Mì Cay - Trung Văn,"Số 4 Trung Văn, Nam Từ Liêm, Hà Nội",,
413,Ăn Vặt Hiệp Gà - Đường Láng,"11 Ngõ 850 Đường Láng, Đống Đa, Hà Nội",,
414,"An’s Kitchen - Mì Ý, Mì Trộn & Đồ Ăn Vặt","Số Nhà 2, Ngõ 250/100/31 Kim Giang, P. Đại Kim, Hoàng Mai, Hà Nội",,
415,DLC Kitchen - Bún Cá Măng Cay - Vườn Cam,"88 Đường Vườn Cam, P. Phú Đô, Nam Từ Liêm, Hà Nội",,
416,"Tích Chu - Mì Cay, Nem Nướng & Trà Hoa Quả - 182 Tây Sơn","182 Tây Sơn, Đống Đa, Hà Nội",,
417,"Gà Bó Xôi, Gà Ủ Muối & Đồ Ăn Vặt - Lê Trọng Tấn","104 Ngõ 192 Lê Trọng Tấn, P. Định Công, Hoàng Mai, Hà Nội",,
418,Cháo Sườn Sụn 18 - Cháo Gia Truyền - Nguyễn Đức Cảnh,"7 Ngõ 47 Nguyễn Đức Cảnh, P. Tương Mai, Hoàng Mai, Hà Nội",,
419,"Bánh Tráng Huyền Linh - Bánh Tráng Trộn, Bánh Tráng Nướng & Bánh Tráng Cuộn - 68 Triều Khúc","Số 1 Ngõ 68 Triều Khúc, X. Tân Triều, Thanh Trì, Hà Nội",,
420,Tiệm Trà Hoa Quả Nhiệt Đới Đặc Biệt Hưng Vượng Ngọc,"3 Ngõ 402 Ngách 76/20 Mỹ Đình, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,
421,GÀ Ủ MUỐI HOA TIÊU & GÀ LUỘC - LULU CHICKEN - 89 PHẠM VĂN ĐỒNG,"15 ngõ 89 Phạm Văn Đồng, P. Mai Dịch, Cầu Giấy, Hà Nội",,
422,"Đi Ăn Chay Đi - Cơm Chay, Bún & Bánh Mì Chay - 36 Pháo Đài Láng","36 Pháo Đài Láng, P. Láng Thượng, Đống Đa, Hà Nội",,
423,Ninh Vũ Tea & Coffee - Trà Hoa Quả Nhiệt Đới Siêu Ngon - Kim Đồng,"Số Nhà 43 Ngõ 19 Kim Đồng, P. Giáp Bát, Hoàng Mai, Hà Nội",,
424,Bún Đậu Trâm 63 - Bún Đậu Mắm Tôm - Nguyễn Ngọc Vũ,"Số 1 Ngách 219/61 Nguyễn Ngọc Vũ, Cầu Giấy, Hà Nội",,
425,Tiệm Trà Mãng Cầu Đặc Biệt Hana - Mỹ Đình,"3 Ngõ 402 Ngách 76/20 Mỹ Đình, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,
426,Hachi Takoyaki - Phan Chu Trinh,"107 Phan Chu Trinh, P.Yết Kiêu, Hà Đông, Hà Nội",,
427,Tiệm Bánh Youth Cake - Bông Lan Trứng Muối & Red Velvet,"5 ngõ 40 Chính Kinh, P. Nhân Chính, Thanh Xuân, Hà Nội",,
428,Tiệm Gà Ủ Muối KuBo - Lĩnh Nam,"3 Ngách 21 Ngõ 595 Lĩnh Nam, P. Lĩnh Nam, Hoàng Mai, Hà Nội",,
429,Gia Bảo Nem Nướng Nha Trang,"Số Nhà 77 Ngõ 219 Nguyễn Ngọc Vũ, (Cũng là ngõ 23 Nguyễn Thị Định), P. Trung Hòa, Cầu Giấy, Hà Nội",,
430,Linh - Cari Gà & Ăn Vặt Hàn Quốc,"88 Trần Đại Nghĩa, P. Đồng Tâm, Hai Bà Trưng, Hà Nội",,
431,2PAO - Bánh Bao Tươi & Mỳ Trộn Indomie - Đức Giang,"28 Ngõ 81 Đức Giang, P. Đức Giang, Long Biên, Hà Nội",,
432,Quán Chè Ánh Tuyết,"150/50 Phố Tân Khai, Hoàng Mai, Hà Nội",,
433,Trà Sữa Taster's Choice - Hà Đông,"Sảnh CT1 - Chung Cư ICID Complex Lê Trọng Tấn, P. Dương Nội, Hà Đông, Hà Nội",,
434,Kitch & Caf - Cơm & Thức Uống Việt Nam - 41 Lê Đại Hành,"41 Lê Đại Hành, Hai Bà Trưng, Hà Nội",,
435,Matcha Shop - Coffee - Hà Nội,"Ngõ 73 Giang Văn Minh, Ba Đình, Hà Nội",,
436,Quý Gà Ủ Muối Hoa Tiêu & Gà Hấp - Tô Hiến Thành,"95 Tô Hiến Thành, P. Phúc La, Hà Đông, Hà Nội",,
437,B9 - Cháo Sườn Sụn - Nguyễn Cảnh Dị,"B9 Nguyễn Cảnh Dị, P. Đại Kim, Hoàng Mai, Hà Nội",,
438,"Wake Strong - Trà, Cafe Nướng Tre Đầu Tiên - Ba Đình","88 Nghĩa Dũng, Ba Đình, Hà Nội",,
439,"Shushi - Gỏi Cuốn, Nem Nướng, Phở Cuốn Gà & Mỳ Ý Bánh Tôm","6B Ngách 39 Ngõ 381 Nguyễn Khang, P. Yên Hòa, Cầu Giấy, Hà Nội",,
440,"Dơm - Vua Bánh Tráng Nướng, Cuộn & Trộn - 29/3 Phạm Tuấn Tài","29 Ngõ 3 Phạm Tuấn Tài, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,
441,Cake Cà Kê - 17 Quán Thánh,"17 Quán Thánh, P. Quán Thánh, Ba Đình, Hà Nội",,
442,"Grille6 - Salad, Steak & Pasta - Hào Nam","184 Hào Nam, P. Ô Chợ Dừa, Đống Đa, Hà Nội",,
443,Bánh Gối & Bánh Tôm - Anh Bối Mỏ Ướt - Phố Vọng,"1 Ngách 3 Ngõ 333 Phố Vọng, P. Trương Định, Hai Bà Trưng, Hà Nội",,
444,Aha Coffee - Vinhomes Smart City,"SH01 Toà S201 Vinhomes Smart City, P. Tây Mỗ, Nam Từ Liêm, Hà Nội",,
445,"Trà Trái Cây, Nước Ép Hoa Quả - Lê Quang Đạo","Số 5 ngách 8/167 Lê Quang Đạo, P. Phú Đô, Nam Từ Liêm, Hà Nội",,
446,"Mì Trộn Indomie, Lẩu Ly & Đồ Ăn Vặt - BBQAtHome - Láng Hạ","Số 14 ngách 25/7 Vũ Ngọc Phan, P. Láng Hạ, Đống Đa, Hà Nội",,
447,Nấm Food - Mì Trộn Indomie & Trà Sữa - Nguyễn Lân,"5/14 Nguyễn Lân, P. Phương Liệt, Thanh Xuân, Hà Nội",,
448,Vịt Quay Thu Phú,"10A3 Ngách 10 Ngõ 376 Khương Đình, Thanh Xuân, Hà Nội",,
449,Mai Trang - Ốc & Ăn Vặt,"Số 8 Ngõ 38 Khúc Thừa Dụ, P. Dịch Vọng, Cầu Giấy, Hà Nội",,
450,"HOA QUẢ CẮT SẴN, NƯỚC ÉP & SỮA CHUA DẦM - Định Công Thượng","Số 124 Ngõ 230 Định Công Thượng, Hoàng Mai, Hà Nội",,
451,Amor Healthy - Salad & Healthy Food - Nguyên Hồng,"Số 2, 1 Ngách 1 Ngõ 26 Nguyên Hồng, P. Láng Hạ, Đống Đa, Hà Nội",,
452,Bánh Chuối Mikey - Phan Đình Giót,"LK16/6 Ngõ Chợ Bông Đỏ - Phan Đình Giót, P. La Khê, Hà Đông, Hà Nội",,
453,Lẩu Ly Thái Tomyum & Mì Trộn Đặc Biệt - Ba Food - Khương Hạ,"8D Ngõ 29/62 Khương Hạ, P. Khương Đình, Thanh Xuân, Hà Nội",,
454,F Café - Tố Hữu,"Số 4 Galaxy 1, 69 Tố Hữu, P. Vạn Phúc, Hà Đông, Hà Nội",,
455,Trà Sữa Bobapop - Đại Cồ Việt,"9 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,
456,"Bảo Ngọc - Nem Chua Thanh Hoá, Thịt Chua Trường Foods & Đồ Ăn Vặt","Số 57 Ngõ 20 Mỹ Đình, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,
457,"XINYI - Cơm Vịt Quay, Gà Nướng & Chè Kem Đài Loan - Nguyễn Văn Trỗi","197 Nguyễn Văn Trỗi, P. Mộ Lao, Hà Đông, Hà Nội",,
458,Mì Cay Siêu Ngon - Chân Gà & Gà Ủ Muối,"Đối Diện Nhà 14B7 Khu Tập Thể 918 Phúc Đồng, P. Phúc Đồng, Long Biên, Hà Nội",,
459,Bún Đậu Mẹt Phố Cổ - Định Công Hạ,"17/56 Định Công Hạ, P. Định Công, Hoàng Mai, Hà Nội",,
460,Bố Nhím - Mì Trộn & Đồ Ăn Vặt - Vũ Tông Phan,"21A Ngõ 481 Vũ Tông Phan, P. Khương Đình, Thanh Xuân, Hà Nội",,
461,ĐO ĐO - Bánh Tráng Trộn - Trung Văn,"5C2 Ngõ 289 Lương Thế Vinh, P. Trung Văn, Nam Từ Liêm, Hà Nội",,
462,Khánh Linh - Nước Ép & Ăn Vặt - Ao Sen,"2B Ngõ 4 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",,
463,O Thi - Bánh Bèo Lọc Huế - Hà Nội,"5 NV2 Yên Xá, Tổng Cục 5, Thanh Trì, Hà Nội",,
464,Bếp Chay Vft FOOD - Món Chay Hàn Việt,"130 Nguyễn Đức Cảnh, Hoàng Mai, Hà Nội",,
465,Toocha Tea - Vinhomes Ocean Park,"R1.02 The Zenpark Vinhomes Ocean Park, X. Đa Tốn, Gia Lâm, Hà Nội",,
466,Cha Go Tea & Caf'e - Aeonmall Hà Đông,"T214-2 Tầng 2, Trung tâm thương mại Aeonmall Hà Đông, Cụm dân cư Hoàng Văn Thụ, P. Dương Nội, Hà Đông, Hà Nội",,
467,Trà Chanh Giã Tay GUANG DONG & Đồ Ăn Vặt - 33 Bùi Xương Trạch,"33 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",,
468,Gấu Trúc Béo - Mỳ Trộn Indomie - 347 Ngô Gia Tự,"347 Ngô Gia Tự, P. Đức Giang, Long Biên, Hà Nội",,
469,Pizza & Mì Ý - ITALO Corner Phạm Văn Đồng,"398 Phạm Văn Đồng, P. Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",,
470,"Nước Ép, Sinh Tố Đồng Giá 21k - Yên Lãng","112 Yên Lãng, P. Thịnh Quang, Đống Đa, Hà Nội",,
471,Bastet's Home - Trà Sữa & Ăn Vặt - Hà Đông,"34 Trưng Nhị, Hà Đông, Hà Nội",,
472,AK Quán - Nước Ép Sinh Tố & Trà Trái Cây Tươi,"TT5.2B-26 KĐT Mới Đại Kim, Hoàng Mai, Hà Nội",,
473,Trà Bí Đao - 254 Lê Thanh Nghị,"254B Lê Thanh Nghị, P. Đồng Tâm, Hai Bà Trưng, Hà Nội",,
474,Ăn Uống Online - 29 Bế Văn Đàn,"29 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội",,
475,"Mẹ Jo - Nước Ép, Sinh Tố & Bún Phở Trộn","259 Yên Hoà, P. Yên Hoà, Cầu Giấy, Hà Nội",,
476,"Lilla Lycka Coffee - Trà, Matcha & Cà Phê - Huỳnh Thúc Kháng","28 Ngõ 49 Huỳnh Thúc Kháng, P. Láng Hạ, Đống Đa, Hà Nội",,
477,Bún Chả Mẹ Nga - 32 Vân Hồ 3,"32 Vân Hồ 3, Hai Bà Trưng, Hà Nội",,
478,Twitter Beans Coffee - Vũ Phạm Hàm,"5 Vũ Phạm Hàm, P. Yên Hòa, Cầu Giấy, Hà Nội",,
479,Mì Trộn & Cá Viên Chiên - Bếp Của Tỉn - Khu Tập Thể Vĩnh Phúc,"Chung Cư NewTaCo, Khu 7.2ha, P. Vĩnh Phúc, Ba Đình, Hà Nội",,
480,Bà Vân - Mì Trộn Indo Siêu Ngon - Linh Đường,"37 Linh Đường, Hoàng Mai, Hà Nội",,
481,3S Coffee & Tea - Matcha & Cà Phê Đậm Vị - Nghĩa Tân,"6C B19 Ngõ 1 Nghĩa Tân, P. Nghĩa Tân, Cầu Giấy, Hà Nội",,
482,"Mỳ Cay, Bánh Mỳ & Hoa Quả - Ngọc Thụy","Số 10 Ngõ 130 Ngọc Thụy, P. Ngọc Thụy, Long Biên, Hà Nội",,
483,Ăn Quà Vặt MICHU - Thanh Trì,"Khu Cánh Đồng, Đường Mới Tự Khoát - Đối Diện Công Tu Jotun, Thanh Trì, Hà Nội",,
484,Tiệm Trà Trái Cây Tóc Tém - 100% Trái Cây Tươi & Không Syrup - 33 Đình Thôn,"33 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,
485,Bún Trộn Nam Bộ & Bún Đậu Mắm Tôm - 26B Ngõ 44 Nhân Hoà,"Số 26B Ngõ 44 Nhân Hoà, P. Nhân Chính, Thanh Xuân, Hà Nội",,
486,Bánh Cuốn Nóng & Gà Tần - 120A6 Trần Huy Liệu,"120A6 Trần Huy Liệu, P. Giảng Võ, Ba Đình, Hà Nội",,
487,LiBER - Bubble Tea & Coffee - Dương Xá,"Số 39 Ngõ 3 Đường Dương Xá, Dương Đanh, X. Dương Đanh, Gia Lâm, Hà Nội",,
488,Bún Đậu Mẹt - Cô Ly,"84 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội",,
489,Sushi Garden,"131 Chính Kinh, P. Nhân Chính, Thanh Xuân, Hà Nội",,
490,Tiệm Cơm 2 Béo - Cơm Văn Phòng,"202F Đội Cấn, P. Đội Cấn, Ba Đình, Hà Nội",,
491,"Tiệm Nước Ép, Trà & Cafe - Phố Dịch Vọng","Số 2 Phố Dịch Vọng, Cầu Giấy, Hà Nội",,
492,Passion Macaron - Bánh Macaron & Bánh Mochi Nhân Kem Lạnh - Mai Anh Tuấn,"24 Ngõ 174 Mai Anh Tuấn, Đống Đa, Hà Nội",,
493,Bún Bò Anh Gold - Hồng Mai,"205 Hồng Mai, P. Quỳnh Lôi, Hai Bà Trưng, Hà Nội",,
494,Vịt Cay Laya - Núi Trúc,"65 Núi Trúc, P. Kim Mã, Ba Đình, Hà Nội",,
495,Trà Nhà King - Vũ Phạm Hàm,"35 Vũ Phạm Hàm, P. Yên Hòa, Cầu Giấy, Hà Nội",,
496,Bún Bò Huế Hà Tiên - Nguyễn Văn Cừ,"Số 37 Ngách 564 Nguyễn Văn Cừ, P. Gia Thụy, Long Biên, Hà Nội",,
497,Cô Quỳnh - Lẩu & Nướng - Vũ Tông Phan,"455 Vũ Tông Phan, P. Khương Đình, Thanh Xuân, Hà Nội",,
498,Nộm Bò Khô Long Vĩ Thành - Thái Hà,"52 Thái Hà, P. Trung Liệt, Đống Đa, Hà Nội",,
499,"CÔ TẤM - Mỳ Siu Cay, Chân Gà Sốt Thái & Đồ Ăn Nhanh - Quang Tiến","Số 2 Ngách 24 Ngõ 53 Quang Tiến, Nam Từ Liêm, Hà Nội",,
500,Bún Đậu Làng Mơ BB - Trần Quốc Vượng,"Số 4 Ngõ 105 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,
501,Liuni Tea Tran Dai Nghia - Trà Sữa & Đồ Ăn Nhẹ - Trần Đại Nghĩa,"169 Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội",,
502,Bánh Mì Sài Gòn Thanh Trúc - 127 Phú Diễn,"127 Phú Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",,
